,property_type,price,price_bin,location,city,baths,area_sqft,bedrooms,year,month
2548,House,23500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2549,House,23000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2550,House,25500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2551,House,25000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2552,House,22500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2553,House,24000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2554,House,9500000,Low,Scheme 33,Karachi,2,1306.8,2,2019,7
2555,House,9200000,Low,Scheme 33,Karachi,2,1306.8,2,2019,7
2556,House,36000000,Very High,Scheme 33,Karachi,6,4356.02,6,2019,7
2557,Flat,4500000,Low,North Nazimabad,Karachi,2,789.53,2,2019,7
2573,House,24000000,High,Scheme 33,Karachi,4,2178.01,3,2019,7
2574,House,21000000,High,Gulistan-e-Jauhar,Karachi,5,1306.8,4,2019,7
2575,Flat,10000000,High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
2576,Flat,5500000,Medium,North Nazimabad,Karachi,2,843.98,2,2019,7
2580,Flat,15000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2581,Flat,12000000,High,North Nazimabad,Karachi,3,2178.01,3,2019,7
2582,Flat,10000000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
2583,Flat,14000000,Very High,North Nazimabad,Karachi,3,1824.08,3,2019,7
2584,Flat,15000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2585,Flat,12000000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
2586,Flat,17000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2587,Flat,11000000,High,North Nazimabad,Karachi,2,1687.96,2,2019,7
2588,Flat,16000000,Very High,North Nazimabad,Karachi,3,2668.06,3,2019,7
2589,Flat,11500000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
2590,Flat,15000000,Very High,North Nazimabad,Karachi,3,1932.98,3,2019,7
2597,House,23000000,High,Gulistan-e-Jauhar,Karachi,5,2178.01,5,2019,7
2598,Flat,10500000,High,DHA Defence,Karachi,3,1388.48,3,2019,7
2599,House,80000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,5445.02,6,2019,7
2601,Flat,4200000,Low,North Karachi,Karachi,2,1089.0,2,2019,7
2602,House,10700000,Medium,Gadap Town,Karachi,3,1633.51,3,2019,7
2603,Flat,10800000,High,North Nazimabad,Karachi,2,1579.06,2,2019,7
2605,House,11000000,Medium,Gadap Town,Karachi,3,1306.8,4,2019,7
2606,Flat,19500000,Very High,DHA Defence,Karachi,3,1824.08,3,2019,7
2607,Flat,7000000,Medium,DHA Defence,Karachi,2,789.53,2,2019,7
2610,House,15000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2611,House,15000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2612,Flat,9500000,High,Gulshan-e-Iqbal Town,Karachi,2,1334.03,3,2019,7
2615,House,33000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2613.61,3,2019,7
2622,Flat,8500000,High,Gulshan-e-Iqbal Town,Karachi,3,1334.03,3,2019,7
2634,House,6600000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
2635,Flat,9000000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
2636,Flat,14500000,Very High,Gulistan-e-Jauhar,Karachi,3,2531.93,3,2019,7
2637,Flat,9000000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
2638,Flat,15000000,Very High,North Nazimabad,Karachi,3,1742.41,3,2019,7
2639,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,3,898.43,2,2019,7
2640,Flat,3700000,Low,North Karachi,Karachi,2,898.43,2,2019,7
2645,House,5200000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
2646,House,6800000,Low,Gadap Town,Karachi,3,925.65,2,2019,7
2647,House,6800000,Low,Gadap Town,Karachi,3,925.65,2,2019,7
2648,Flat,2700000,Low,Gadap Town,Karachi,2,680.63,2,2019,7
2654,Flat,11000000,High,DHA Defence,Karachi,3,1197.9,3,2019,7
2655,Flat,17500000,Very High,DHA Defence,Karachi,3,2423.03,3,2019,7
2656,House,37500000,Very High,North Nazimabad,Karachi,6,2776.96,6,2019,7
2657,House,38000000,Very High,North Nazimabad,Karachi,3,4356.02,3,2019,7
2658,House,70000000,Very High,North Nazimabad,Karachi,5,4356.02,5,2019,7
2659,House,42500000,Very High,North Nazimabad,Karachi,8,3158.11,7,2019,7
2660,House,45000000,Very High,North Nazimabad,Karachi,6,2776.96,6,2019,7
2661,House,40000000,Very High,North Nazimabad,Karachi,6,2776.96,6,2019,7
2662,House,70000000,Very High,North Nazimabad,Karachi,6,4356.02,6,2019,7
2664,House,51000000,Very High,North Nazimabad,Karachi,3,4356.02,3,2019,7
2665,House,65000000,Very High,North Nazimabad,Karachi,6,6534.02,6,2019,7
2666,House,61000000,Very High,North Nazimabad,Karachi,6,4519.37,6,2019,7
2667,House,44200000,Very High,North Nazimabad,Karachi,6,2531.93,6,2019,7
2668,House,50000000,Very High,North Nazimabad,Karachi,6,4083.76,6,2019,7
2670,House,55000000,Very High,North Nazimabad,Karachi,6,4356.02,6,2019,7
2671,House,52500000,Very High,North Nazimabad,Karachi,6,3267.01,6,2019,7
2672,Flat,17000000,Very High,North Nazimabad,Karachi,3,2069.11,3,2019,7
2673,House,115000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
2675,Flat,14000000,Very High,DHA Defence,Karachi,3,1442.93,3,2019,7
2676,Flat,11000000,High,DHA Defence,Karachi,4,1388.48,3,2019,7
2677,Flat,4000000,Low,Gulshan-e-Iqbal Town,Karachi,1,653.4,2,2019,7
2679,House,65000000,Very High,North Nazimabad,Karachi,6,4138.22,6,2019,7
2692,Flat,18500000,Very High,North Nazimabad,Karachi,3,2913.09,3,2019,7
2693,Flat,11500000,High,Gulshan-e-Iqbal Town,Karachi,2,1334.03,2,2019,7
2694,House,27000000,High,DHA Defence,Karachi,4,1306.8,4,2019,7
2699,House,32500000,High,Gulistan-e-Jauhar,Karachi,6,2613.61,6,2019,7
2700,House,15000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2701,House,12000000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
2702,House,16000000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
2703,House,13200000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2704,House,13500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2705,House,14000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2706,House,14500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2707,House,15500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2708,House,15000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2709,House,15800000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2710,House,16000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2711,House,16500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2712,House,17500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2713,House,17000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2714,House,18200000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2715,House,18000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2716,House,18500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2717,House,19000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2718,House,20000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2719,House,21000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2720,House,19200000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2721,House,19500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2730,Flat,13000000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
2731,House,80000000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
2732,Flat,4800000,Medium,Gadap Town,Karachi,2,1279.58,2,2019,7
2733,Flat,12000000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
2734,Flat,3300000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
2738,House,10200000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2739,House,12100000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2740,House,8600000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2741,House,11100000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2742,House,7600000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2743,House,15000000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2744,House,14500000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2745,House,14000000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2746,House,13500000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2747,House,13000000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2748,House,12500000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2749,House,12000000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
2750,House,12000000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2751,House,11800000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2752,House,11500000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2753,House,11200000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2754,House,11000000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2755,House,10800000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2756,House,10500000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2757,House,10000000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
2758,House,8500000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2759,House,8200000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2760,House,8000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2761,House,7900000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2762,House,7700000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2763,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,789.53,2,2019,7
2764,Flat,12000000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
2765,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
2766,Flat,12000000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
2767,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
2768,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
2769,Flat,8500000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
2770,Flat,12500000,High,Gulshan-e-Iqbal Town,Karachi,3,2069.11,3,2019,7
2772,Flat,7000000,Medium,North Nazimabad,Karachi,2,898.43,2,2019,7
2773,House,12800000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
2774,House,120000000,Very High,North Nazimabad,Karachi,6,10890.04,6,2019,7
2776,House,18000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2777,House,23000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2778,House,19000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2779,House,18000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2781,House,16500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2782,House,18500000,High,North Nazimabad,Karachi,4,1306.8,4,2019,7
2783,House,15500000,Medium,North Nazimabad,Karachi,2,1306.8,2,2019,7
2784,House,23500000,High,North Nazimabad,Karachi,4,1306.8,4,2019,7
2789,House,19000000,High,North Nazimabad,Karachi,4,1306.8,4,2019,7
2790,House,4700000,Low,Scheme 33,Karachi,2,871.2,2,2019,7
2792,House,9000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2793,House,9000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2794,Flat,6500000,Medium,Gadap Town,Karachi,4,1932.98,3,2019,7
2795,Flat,6500000,Medium,Gadap Town,Karachi,4,1932.98,3,2019,7
2796,House,8000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2797,House,8000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2798,Flat,3800000,Low,Gadap Town,Karachi,2,1143.45,2,2019,7
2799,Flat,9500000,High,Gadap Town,Karachi,3,2178.01,3,2019,7
2800,Flat,4800000,Medium,Gadap Town,Karachi,2,1524.61,2,2019,7
2801,House,12000000,Medium,Naya Nazimabad,Karachi,4,1306.8,4,2019,7
2802,House,11500000,Medium,Naya Nazimabad,Karachi,4,1306.8,4,2019,7
2803,House,11500000,Medium,Naya Nazimabad,Karachi,4,1306.8,4,2019,7
2804,House,11500000,Medium,Naya Nazimabad,Karachi,4,1306.8,4,2019,7
2805,House,11500000,Medium,Naya Nazimabad,Karachi,4,1306.8,4,2019,7
2806,House,11000000,Medium,Naya Nazimabad,Karachi,2,1742.41,2,2019,7
2807,House,11000000,Medium,Naya Nazimabad,Karachi,2,1742.41,2,2019,7
2808,House,67500000,Very High,North Nazimabad,Karachi,8,4900.52,8,2019,7
2809,House,11000000,Medium,Naya Nazimabad,Karachi,2,1742.41,2,2019,7
2810,House,11000000,Medium,Naya Nazimabad,Karachi,2,1742.41,2,2019,7
2811,House,8500000,Low,Naya Nazimabad,Karachi,2,1306.8,2,2019,7
2812,House,8500000,Low,Naya Nazimabad,Karachi,2,1306.8,2,2019,7
2813,House,8500000,Low,Naya Nazimabad,Karachi,2,1306.8,2,2019,7
2814,House,8500000,Low,Naya Nazimabad,Karachi,2,1306.8,2,2019,7
2818,House,47500000,Very High,DHA Defence,Karachi,5,2722.51,4,2019,7
2820,Flat,27000000,Very High,DHA Defence,Karachi,4,2423.03,4,2019,7
2821,Flat,8500000,High,North Nazimabad,Karachi,3,1687.96,3,2019,7
2822,House,35000000,Very High,DHA Defence,Karachi,4,1089.0,3,2019,7
2823,House,38000000,Very High,DHA Defence,Karachi,4,1089.0,3,2019,7
2824,House,28000000,High,DHA Defence,Karachi,4,1089.0,3,2019,7
2825,Flat,21500000,Very High,DHA Defence,Karachi,3,2423.03,3,2019,7
2826,Flat,13500000,Very High,DHA Defence,Karachi,3,1442.93,3,2019,7
2827,Flat,11500000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
2828,Flat,8500000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
2829,Flat,4600000,Low,Federal B Area,Karachi,2,980.1,2,2019,7
2830,House,35000000,Very High,Clifton,Karachi,4,2178.01,3,2019,7
2845,Flat,21000000,Very High,DHA Defence,Karachi,3,2232.46,3,2019,7
2847,Flat,5200000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
2848,House,30000000,High,Gulshan-e-Iqbal Town,Karachi,5,2178.01,4,2019,7
2849,House,23500000,High,North Karachi,Karachi,6,1633.51,5,2019,7
2850,Flat,12500000,High,DHA Defence,Karachi,3,1089.0,2,2019,7
2851,House,57000000,Very High,Gulistan-e-Jauhar,Karachi,9,4356.02,8,2019,7
2852,Flat,5500000,Medium,North Karachi,Karachi,2,1034.55,2,2019,7
2853,Flat,13500000,Very High,DHA Defence,Karachi,2,1197.9,2,2019,7
2854,House,75000000,Very High,Clifton,Karachi,7,2722.51,5,2019,7
2858,House,110000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
2876,House,7500000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
2877,House,16500000,High,Federal B Area,Karachi,4,1306.8,4,2019,7
2878,House,130000000,Very High,Gulshan-e-Iqbal Town,Karachi,10,10890.04,10,2019,7
2881,Flat,11000000,High,Gulistan-e-Jauhar,Karachi,3,1633.51,3,2019,7
2887,Flat,6000000,Medium,Federal B Area,Karachi,2,952.88,2,2019,7
2888,House,50000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,8,2019,7
2890,House,17500000,High,Gulshan-e-Iqbal Town,Karachi,2,1306.8,2,2019,7
2891,Flat,8500000,High,Gulshan-e-Iqbal Town,Karachi,2,1143.45,2,2019,7
2892,Flat,4800000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
2893,Flat,5000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
2894,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
2895,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
2896,Flat,5500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
2898,Flat,8500000,High,Gulshan-e-Iqbal Town,Karachi,2,1034.55,2,2019,7
2899,Flat,13000000,High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
2900,House,17500000,High,Gulshan-e-Iqbal Town,Karachi,2,1306.8,2,2019,7
2901,Flat,7000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1143.45,2,2019,7
2902,Flat,13000000,High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
2903,House,18500000,High,Gulshan-e-Iqbal Town,Karachi,4,1306.8,4,2019,7
2904,House,18500000,High,Gulistan-e-Jauhar,Karachi,4,1306.8,4,2019,7
2905,House,14000000,Medium,Scheme 33,Karachi,4,1524.61,4,2019,7
2906,Flat,9500000,High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
2907,Flat,6500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
2908,Flat,7000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1089.0,2,2019,7
2909,House,12500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2910,House,14000000,Medium,Scheme 33,Karachi,4,1524.61,4,2019,7
2911,House,13200000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2912,House,13500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2913,House,14000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2914,House,14200000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2915,House,14500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2916,House,15700000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
2917,House,18500000,High,Gulistan-e-Jauhar,Karachi,4,1306.8,4,2019,7
2918,House,16100000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2919,House,16300000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2920,House,16600000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2921,House,17100000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2922,House,17400000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2923,House,17500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2924,House,18500000,High,Gulistan-e-Jauhar,Karachi,4,1306.8,4,2019,7
2925,House,18000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2926,House,18200000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2927,House,18500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2928,House,18800000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2930,House,19000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2931,House,19200000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2932,House,20000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
2934,House,24000000,High,Scheme 33,Karachi,4,1524.61,4,2019,7
2935,House,27500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2936,House,14500000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
2937,House,6000000,Low,Scheme 33,Karachi,2,1306.8,2,2019,7
2958,Flat,4500000,Low,Scheme 33,Karachi,2,980.1,2,2019,7
2959,Flat,5500000,Medium,Scheme 33,Karachi,2,1143.45,2,2019,7
2967,House,18500000,High,Scheme 33,Karachi,4,1306.8,4,2019,7
2968,House,15500000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
2969,House,17000000,High,Scheme 33,Karachi,4,1306.8,4,2019,7
2970,House,15500000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
2971,House,30000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
2972,Flat,10000000,High,DHA Defence,Karachi,3,1442.93,3,2019,7
2973,House,8600000,Low,Naya Nazimabad,Karachi,2,1306.8,2,2019,7
2974,Flat,6000000,Medium,DHA Defence,Karachi,2,843.98,2,2019,7
2980,Flat,11500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
2981,Flat,15000000,Very High,DHA Defence,Karachi,3,1334.03,3,2019,7
2982,House,90000000,Very High,DHA Defence,Karachi,7,6534.02,7,2019,7
2983,House,120000000,Very High,DHA Defence,Karachi,7,6534.02,7,2019,7
2984,Flat,21500000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
2985,Flat,14000000,Very High,DHA Defence,Karachi,3,1442.93,3,2019,7
2986,Flat,8000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
2987,Flat,8000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
2988,Flat,15000000,Very High,DHA Defence,Karachi,3,1579.06,3,2019,7
2989,Flat,8000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
2990,Flat,9500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
2991,Flat,9500000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
2992,House,115000000,Very High,DHA Defence,Karachi,5,7078.53,5,2019,7
2993,House,155000000,Very High,DHA Defence,Karachi,5,7078.53,5,2019,7
2994,House,140000000,Very High,DHA Defence,Karachi,8,7078.53,7,2019,7
2995,House,225000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
2996,House,150000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
2997,House,180000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
2998,House,175000000,Very High,DHA Defence,Karachi,7,10890.04,7,2019,7
2999,House,250000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
3000,House,190000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
3001,House,190000000,Very High,DHA Defence,Karachi,8,10890.04,7,2019,7
3003,House,5000000,Low,Gadap Town,Karachi,3,925.65,3,2019,7
3004,House,3700000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
3005,House,3600000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
3006,House,4400000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
3009,House,4000000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
3012,Flat,7500000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
3013,Flat,26500000,Very High,Clifton,Karachi,3,2178.01,3,2019,7
3016,House,34500000,Very High,Gulistan-e-Jauhar,Karachi,7,2613.61,6,2019,7
3023,House,105000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
3025,House,27500000,High,Federal B Area,Karachi,4,3267.01,4,2019,7
3026,House,27500000,High,Federal B Area,Karachi,4,3267.01,4,2019,7
3027,House,14500000,Medium,Federal B Area,Karachi,4,1306.8,4,2019,7
3028,House,14500000,Medium,Federal B Area,Karachi,4,1306.8,4,2019,7
3030,House,27500000,High,Federal B Area,Karachi,3,2178.01,3,2019,7
3031,House,27500000,High,Federal B Area,Karachi,3,2178.01,3,2019,7
3032,House,14500000,Medium,Federal B Area,Karachi,3,1306.8,3,2019,7
3033,House,14500000,Medium,Federal B Area,Karachi,3,1306.8,3,2019,7
3034,House,12000000,Medium,Korangi,Karachi,2,1306.8,3,2019,7
3046,Flat,31000000,Very High,Clifton,Karachi,4,2178.01,3,2019,7
3050,Flat,8000000,High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
3051,House,67000000,Very High,North Nazimabad,Karachi,6,4709.94,6,2019,7
3052,Flat,6500000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
3055,Flat,9500000,High,DHA Defence,Karachi,3,1361.25,3,2019,7
3056,Flat,9000000,High,DHA Defence,Karachi,3,1361.25,3,2019,7
3057,Flat,9000000,High,DHA Defence,Karachi,3,1361.25,3,2019,7
3058,Flat,16000000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
3059,Flat,13000000,High,DHA Defence,Karachi,3,1442.93,3,2019,7
3060,Flat,5000000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
3062,Flat,6500000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
3063,Flat,7000000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
3064,Flat,7000000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
3065,Flat,5800000,Medium,Gulshan-e-Iqbal Town,Karachi,3,1089.0,3,2019,7
3066,Flat,20500000,Very High,DHA Defence,Karachi,3,2423.03,3,2019,7
3067,House,24500000,High,Federal B Area,Karachi,2,2178.01,2,2019,7
3069,Flat,13500000,Very High,DHA Defence,Karachi,3,1388.48,3,2019,7
3070,House,32500000,High,Gulistan-e-Jauhar,Karachi,7,2232.46,7,2019,7
3071,Flat,3300000,Low,Gadap Town,Karachi,2,843.98,2,2019,7
3072,Flat,3300000,Low,Gadap Town,Karachi,2,843.98,2,2019,7
3073,Flat,3300000,Low,Gadap Town,Karachi,2,843.98,2,2019,7
3074,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3084,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3085,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3086,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3087,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3088,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3089,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3090,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3091,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3092,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3093,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3094,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3095,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
3096,Flat,3800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
